Character,Name,Category
🡪,Wide-Headed Rightwards Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡫,Wide-Headed Downwards Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡬,Wide-Headed North West Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡭,Wide-Headed North East Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡮,Wide-Headed South East Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡯,Wide-Headed South West Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡰,Wide-Headed Leftwards Medium Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡱,Wide-Headed Upwards Medium Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡲,Wide-Headed Rightwards Medium Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡳,Wide-Headed Downwards Medium Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡴,Wide-Headed North West Medium Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡵,Wide-Headed North East Medium Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡶,Wide-Headed South East Medium Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡷,Wide-Headed South West Medium Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡸,Wide-Headed Leftwards Heavy Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡹,Wide-Headed Upwards Heavy Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡺,Wide-Headed Rightwards Heavy Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡻,Wide-Headed Downwards Heavy Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡼,Wide-Headed North West Heavy Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡽,Wide-Headed North East Heavy Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡾,Wide-Headed South East Heavy Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🡿,Wide-Headed South West Heavy Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢀,Wide-Headed Leftwards Very Heavy Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢁,Wide-Headed Upwards Very Heavy Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢂,Wide-Headed Rightwards Very Heavy Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢃,Wide-Headed Downwards Very Heavy Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢄,Wide-Headed North West Very Heavy Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢅,Wide-Headed North East Very Heavy Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢆,Wide-Headed South East Very Heavy Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢇,Wide-Headed South West Very Heavy Barb Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢐,Leftwards Triangle Arrowhead,Supplemental Arrows (U+1F800 to U+1F8FF)
🢑,Upwards Triangle Arrowhead,Supplemental Arrows (U+1F800 to U+1F8FF)
🢒,Rightwards Triangle Arrowhead,Supplemental Arrows (U+1F800 to U+1F8FF)
🢓,Downwards Triangle Arrowhead,Supplemental Arrows (U+1F800 to U+1F8FF)
🢔,Leftwards White Arrow Within Triangle Arrowhead,Supplemental Arrows (U+1F800 to U+1F8FF)
🢕,Upwards White Arrow Within Triangle Arrowhead,Supplemental Arrows (U+1F800 to U+1F8FF)
🢖,Rightwards White Arrow Within Triangle Arrowhead,Supplemental Arrows (U+1F800 to U+1F8FF)
🢗,Downwards White Arrow Within Triangle Arrowhead,Supplemental Arrows (U+1F800 to U+1F8FF)
🢘,Leftwards Arrow With Notched Tail,Supplemental Arrows (U+1F800 to U+1F8FF)
🢙,Upwards Arrow With Notched Tail,Supplemental Arrows (U+1F800 to U+1F8FF)
🢚,Rightwards Arrow With Notched Tail,Supplemental Arrows (U+1F800 to U+1F8FF)
🢛,Downwards Arrow With Notched Tail,Supplemental Arrows (U+1F800 to U+1F8FF)
🢜,Heavy Arrow Shaft Width One,Supplemental Arrows (U+1F800 to U+1F8FF)
🢝,Heavy Arrow Shaft Width Two Thirds,Supplemental Arrows (U+1F800 to U+1F8FF)
🢞,Heavy Arrow Shaft Width One Half,Supplemental Arrows (U+1F800 to U+1F8FF)
🢟,Heavy Arrow Shaft Width One Third,Supplemental Arrows (U+1F800 to U+1F8FF)
🢠,Leftwards Bottom-Shaded White Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢡,Rightwards Bottom Shaded White Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢢,Leftwards Top Shaded White Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢣,Rightwards Top Shaded White Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢤,Leftwards Left-Shaded White Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢥,Rightwards Right-Shaded White Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢦,Leftwards Right-Shaded White Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢧,Rightwards Left-Shaded White Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢨,Leftwards Back-Tilted Shadowed White Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢩,Rightwards Back-Tilted Shadowed White Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢪,Leftwards Front-Tilted Shadowed White Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢫,Rightwards Front-Tilted Shadowed White Arrow,Supplemental Arrows (U+1F800 to U+1F8FF)
🢬,White Arrow Shaft Width One,Supplemental Arrows (U+1F800 to U+1F8FF)
🢭,White Arrow Shaft Width Two Thirds,Supplemental Arrows (U+1F800 to U+1F8FF)
🢰,Arrow Pointing Upwards Then North West,Supplemental Arrows (U+1F800 to U+1F8FF)
🢱,Arrow Pointing Rightwards Then Curving South West,Supplemental Arrows (U+1F800 to U+1F8FF)
∀,For All,Mathematical Operators (U+2200 to U+22FF)
∁,Complement,Mathematical Operators (U+2200 to U+22FF)
∂,Partial Differential,Mathematical Operators (U+2200 to U+22FF)
∃,There Exists,Mathematical Operators (U+2200 to U+22FF)
∄,There Does Not Exist,Mathematical Operators (U+2200 to U+22FF)
∅,Empty Set,Mathematical Operators (U+2200 to U+22FF)
∆,Increment,Mathematical Operators (U+2200 to U+22FF)
∇,Nabla,Mathematical Operators (U+2200 to U+22FF)
∈,Element Of,Mathematical Operators (U+2200 to U+22FF)
∉,Not An Element Of,Mathematical Operators (U+2200 to U+22FF)
∊,Small Element Of,Mathematical Operators (U+2200 to U+22FF)
∋,Contains As Member,Mathematical Operators (U+2200 to U+22FF)
∌,Does Not Contain As Member,Mathematical Operators (U+2200 to U+22FF)
∍,Small Contains As Member,Mathematical Operators (U+2200 to U+22FF)
∎,End Of Proof,Mathematical Operators (U+2200 to U+22FF)
∏,N-Ary Product,Mathematical Operators (U+2200 to U+22FF)
∐,N-Ary Coproduct,Mathematical Operators (U+2200 to U+22FF)
∑,N-Ary Summation,Mathematical Operators (U+2200 to U+22FF)
−,Minus Sign,Mathematical Operators (U+2200 to U+22FF)
∓,Minus-Or-Plus Sign,Mathematical Operators (U+2200 to U+22FF)
∔,Dot Plus,Mathematical Operators (U+2200 to U+22FF)
∕,Division Slash,Mathematical Operators (U+2200 to U+22FF)
∖,Set Minus,Mathematical Operators (U+2200 to U+22FF)
∗,Asterisk Operator,Mathematical Operators (U+2200 to U+22FF)
∘,Ring Operator,Mathematical Operators (U+2200 to U+22FF)
∙,Bullet Operator,Mathematical Operators (U+2200 to U+22FF)
√,Square Root,Mathematical Operators (U+2200 to U+22FF)
∛,Cube Root,Mathematical Operators (U+2200 to U+22FF)
∜,Fourth Root,Mathematical Operators (U+2200 to U+22FF)
∝,Proportional To,Mathematical Operators (U+2200 to U+22FF)
∞,Infinity,Mathematical Operators (U+2200 to U+22FF)
∟,Right Angle,Mathematical Operators (U+2200 to U+22FF)
∠,Angle,Mathematical Operators (U+2200 to U+22FF)
∡,Measured Angle,Mathematical Operators (U+2200 to U+22FF)
∢,Spherical Angle,Mathematical Operators (U+2200 to U+22FF)
∣,Divides,Mathematical Operators (U+2200 to U+22FF)
∤,Does Not Divide,Mathematical Operators (U+2200 to U+22FF)
∥,Parallel To,Mathematical Operators (U+2200 to U+22FF)
∦,Not Parallel To,Mathematical Operators (U+2200 to U+22FF)
∧,Logical And,Mathematical Operators (U+2200 to U+22FF)
∨,Logical Or,Mathematical Operators (U+2200 to U+22FF)
∩,Intersection,Mathematical Operators (U+2200 to U+22FF)
∪,Union,Mathematical Operators (U+2200 to U+22FF)
∫,Integral,Mathematical Operators (U+2200 to U+22FF)
∬,Double Integral,Mathematical Operators (U+2200 to U+22FF)
∭,Triple Integral,Mathematical Operators (U+2200 to U+22FF)
∮,Contour Integral,Mathematical Operators (U+2200 to U+22FF)
∯,Surface Integral,Mathematical Operators (U+2200 to U+22FF)
∰,Volume Integral,Mathematical Operators (U+2200 to U+22FF)
∱,Clockwise Integral,Mathematical Operators (U+2200 to U+22FF)
∲,Clockwise Contour Integral,Mathematical Operators (U+2200 to U+22FF)
∳,Anticlockwise Contour Integral,Mathematical Operators (U+2200 to U+22FF)
∴,Therefore,Mathematical Operators (U+2200 to U+22FF)
∵,Because,Mathematical Operators (U+2200 to U+22FF)
∶,Ratio,Mathematical Operators (U+2200 to U+22FF)
∷,Proportion,Mathematical Operators (U+2200 to U+22FF)
∸,Dot Minus,Mathematical Operators (U+2200 to U+22FF)
∹,Excess,Mathematical Operators (U+2200 to U+22FF)
∺,Geometric Proportion,Mathematical Operators (U+2200 to U+22FF)
∻,Homothetic,Mathematical Operators (U+2200 to U+22FF)
∼,Tilde Operator,Mathematical Operators (U+2200 to U+22FF)
∽,Reversed Tilde,Mathematical Operators (U+2200 to U+22FF)
∾,Inverted Lazy S,Mathematical Operators (U+2200 to U+22FF)
∿,Sine Wave,Mathematical Operators (U+2200 to U+22FF)
≀,Wreath Product,Mathematical Operators (U+2200 to U+22FF)
≁,Not Tilde,Mathematical Operators (U+2200 to U+22FF)
≂,Minus Tilde,Mathematical Operators (U+2200 to U+22FF)
≃,Asymptotically Equal To,Mathematical Operators (U+2200 to U+22FF)
≄,Not Asymptotically Equal To,Mathematical Operators (U+2200 to U+22FF)
≅,Approximately Equal To,Mathematical Operators (U+2200 to U+22FF)
≆,Approximately But Not Actually Equal To,Mathematical Operators (U+2200 to U+22FF)
≇,Neither Approximately Nor Actually Equal To,Mathematical Operators (U+2200 to U+22FF)
≈,Almost Equal To,Mathematical Operators (U+2200 to U+22FF)
≉,Not Almost Equal To,Mathematical Operators (U+2200 to U+22FF)
≊,Almost Equal Or Equal To,Mathematical Operators (U+2200 to U+22FF)
≋,Triple Tilde,Mathematical Operators (U+2200 to U+22FF)
≌,All Equal To,Mathematical Operators (U+2200 to U+22FF)
≍,Equivalent To,Mathematical Operators (U+2200 to U+22FF)
≎,Geometrically Equivalent To,Mathematical Operators (U+2200 to U+22FF)
≏,Difference Between,Mathematical Operators (U+2200 to U+22FF)
≐,Approaches The Limit,Mathematical Operators (U+2200 to U+22FF)
≑,Geometrically Equal To,Mathematical Operators (U+2200 to U+22FF)
≒,Approximately Equal To Or The Image Of,Mathematical Operators (U+2200 to U+22FF)
≓,Image Of Or Approximately Equal To,Mathematical Operators (U+2200 to U+22FF)
≔,Colon Equals,Mathematical Operators (U+2200 to U+22FF)
≕,Equals Colon,Mathematical Operators (U+2200 to U+22FF)
≖,Ring In Equal To,Mathematical Operators (U+2200 to U+22FF)
≗,Ring Equal To,Mathematical Operators (U+2200 to U+22FF)
≘,Corresponds To,Mathematical Operators (U+2200 to U+22FF)
≙,Estimates,Mathematical Operators (U+2200 to U+22FF)
≚,Equiangular To,Mathematical Operators (U+2200 to U+22FF)
≛,Star Equals,Mathematical Operators (U+2200 to U+22FF)
≜,Delta Equal To,Mathematical Operators (U+2200 to U+22FF)
≝,Equal To By Definition,Mathematical Operators (U+2200 to U+22FF)
≞,Measured By,Mathematical Operators (U+2200 to U+22FF)
≟,Questioned Equal To,Mathematical Operators (U+2200 to U+22FF)
≠,Not Equal To,Mathematical Operators (U+2200 to U+22FF)
≡,Identical To,Mathematical Operators (U+2200 to U+22FF)
≢,Not Identical To,Mathematical Operators (U+2200 to U+22FF)
≣,Strictly Equivalent To,Mathematical Operators (U+2200 to U+22FF)
≤,Less-Than Or Equal To,Mathematical Operators (U+2200 to U+22FF)
≥,Greater-Than Or Equal To,Mathematical Operators (U+2200 to U+22FF)
≦,Less-Than Over Equal To,Mathematical Operators (U+2200 to U+22FF)
≧,Greater-Than Over Equal To,Mathematical Operators (U+2200 to U+22FF)
≨,Less-Than But Not Equal To,Mathematical Operators (U+2200 to U+22FF)
≩,Greater-Than But Not Equal To,Mathematical Operators (U+2200 to U+22FF)
≪,Much Less-Than,Mathematical Operators (U+2200 to U+22FF)
≫,Much Greater-Than,Mathematical Operators (U+2200 to U+22FF)
≬,Between,Mathematical Operators (U+2200 to U+22FF)
≭,Not Equivalent To,Mathematical Operators (U+2200 to U+22FF)
≮,Not Less-Than,Mathematical Operators (U+2200 to U+22FF)
≯,Not Greater-Than,Mathematical Operators (U+2200 to U+22FF)
≰,Neither Less-Than Nor Equal To,Mathematical Operators (U+2200 to U+22FF)
≱,Neither Greater-Than Nor Equal To,Mathematical Operators (U+2200 to U+22FF)
≲,Less-Than Or Equivalent To,Mathematical Operators (U+2200 to U+22FF)
≳,Greater-Than Or Equivalent To,Mathematical Operators (U+2200 to U+22FF)
≴,Neither Less-Than Nor Equivalent To,Mathematical Operators (U+2200 to U+22FF)
≵,Neither Greater-Than Nor Equivalent To,Mathematical Operators (U+2200 to U+22FF)
≶,Less-Than Or Greater-Than,Mathematical Operators (U+2200 to U+22FF)
≷,Greater-Than Or Less-Than,Mathematical Operators (U+2200 to U+22FF)
≸,Neither Less-Than Nor Greater-Than,Mathematical Operators (U+2200 to U+22FF)
≹,Neither Greater-Than Nor Less-Than,Mathematical Operators (U+2200 to U+22FF)
≺,Precedes,Mathematical Operators (U+2200 to U+22FF)
≻,Succeeds,Mathematical Operators (U+2200 to U+22FF)
≼,Precedes Or Equal To,Mathematical Operators (U+2200 to U+22FF)
≽,Succeeds Or Equal To,Mathematical Operators (U+2200 to U+22FF)
≾,Precedes Or Equivalent To,Mathematical Operators (U+2200 to U+22FF)
≿,Succeeds Or Equivalent To,Mathematical Operators (U+2200 to U+22FF)
⊀,Does Not Precede,Mathematical Operators (U+2200 to U+22FF)
⊁,Does Not Succeed,Mathematical Operators (U+2200 to U+22FF)
⊂,Subset Of,Mathematical Operators (U+2200 to U+22FF)
⊃,Superset Of,Mathematical Operators (U+2200 to U+22FF)
⊄,Not A Subset Of,Mathematical Operators (U+2200 to U+22FF)
⊅,Not A Superset Of,Mathematical Operators (U+2200 to U+22FF)
⊆,Subset Of Or Equal To,Mathematical Operators (U+2200 to U+22FF)
⊇,Superset Of Or Equal To,Mathematical Operators (U+2200 to U+22FF)
⊈,Neither A Subset Of Nor Equal To,Mathematical Operators (U+2200 to U+22FF)
⊉,Neither A Superset Of Nor Equal To,Mathematical Operators (U+2200 to U+22FF)
⊊,Subset Of With Not Equal To,Mathematical Operators (U+2200 to U+22FF)
⊋,Superset Of With Not Equal To,Mathematical Operators (U+2200 to U+22FF)
⊌,Multiset,Mathematical Operators (U+2200 to U+22FF)
⊍,Multiset Multiplication,Mathematical Operators (U+2200 to U+22FF)
⊎,Multiset Union,Mathematical Operators (U+2200 to U+22FF)
⊏,Square Image Of,Mathematical Operators (U+2200 to U+22FF)
⊐,Square Original Of,Mathematical Operators (U+2200 to U+22FF)
⊑,Square Image Of Or Equal To,Mathematical Operators (U+2200 to U+22FF)
⊒,Square Original Of Or Equal To,Mathematical Operators (U+2200 to U+22FF)
⊓,Square Cap,Mathematical Operators (U+2200 to U+22FF)
⊔,Square Cup,Mathematical Operators (U+2200 to U+22FF)
⊕,Circled Plus,Mathematical Operators (U+2200 to U+22FF)
⊖,Circled Minus,Mathematical Operators (U+2200 to U+22FF)
⊗,Circled Times,Mathematical Operators (U+2200 to U+22FF)
⊘,Circled Division Slash,Mathematical Operators (U+2200 to U+22FF)
⊙,Circled Dot Operator,Mathematical Operators (U+2200 to U+22FF)
⊚,Circled Ring Operator,Mathematical Operators (U+2200 to U+22FF)
⊛,Circled Asterisk Operator,Mathematical Operators (U+2200 to U+22FF)
⊜,Circled Equals,Mathematical Operators (U+2200 to U+22FF)
⊝,Circled Dash,Mathematical Operators (U+2200 to U+22FF)
⊞,Squared Plus,Mathematical Operators (U+2200 to U+22FF)
⊟,Squared Minus,Mathematical Operators (U+2200 to U+22FF)
⊠,Squared Times,Mathematical Operators (U+2200 to U+22FF)
⊡,Squared Dot Operator,Mathematical Operators (U+2200 to U+22FF)
⊢,Right Tack,Mathematical Operators (U+2200 to U+22FF)
⊣,Left Tack,Mathematical Operators (U+2200 to U+22FF)
⊤,Down Tack,Mathematical Operators (U+2200 to U+22FF)
⊥,Up Tack,Mathematical Operators (U+2200 to U+22FF)
⊦,Assertion,Mathematical Operators (U+2200 to U+22FF)
⊧,Models,Mathematical Operators (U+2200 to U+22FF)
⊨,True,Mathematical Operators (U+2200 to U+22FF)
⊩,Forces,Mathematical Operators (U+2200 to U+22FF)
⊪,Triple Vertical Bar Right Turnstile,Mathematical Operators (U+2200 to U+22FF)
⊫,Double Vertical Bar Double Right Turnstile,Mathematical Operators (U+2200 to U+22FF)
⊬,Does Not Prove,Mathematical Operators (U+2200 to U+22FF)
⊭,Not True,Mathematical Operators (U+2200 to U+22FF)
⊮,Does Not Force,Mathematical Operators (U+2200 to U+22FF)
⊯,Negated Double Vertical Bar Double Right Turnstile,Mathematical Operators (U+2200 to U+22FF)
⊰,Precedes Under Relation,Mathematical Operators (U+2200 to U+22FF)
⊱,Succeeds Under Relation,Mathematical Operators (U+2200 to U+22FF)
⊲,Normal Subgroup Of,Mathematical Operators (U+2200 to U+22FF)
⊳,Contains As Normal Subgroup,Mathematical Operators (U+2200 to U+22FF)
⊴,Normal Subgroup Of Or Equal To,Mathematical Operators (U+2200 to U+22FF)
⊵,Contains As Normal Subgroup Or Equal To,Mathematical Operators (U+2200 to U+22FF)
⊶,Original Of,Mathematical Operators (U+2200 to U+22FF)
⊷,Image Of,Mathematical Operators (U+2200 to U+22FF)
⊸,Multimap,Mathematical Operators (U+2200 to U+22FF)
⊹,Hermitian Conjugate Matrix,Mathematical Operators (U+2200 to U+22FF)
⊺,Intercalate,Mathematical Operators (U+2200 to U+22FF)
⊻,Xor,Mathematical Operators (U+2200 to U+22FF)
⊼,Nand,Mathematical Operators (U+2200 to U+22FF)
⊽,Nor,Mathematical Operators (U+2200 to U+22FF)
⊾,Right Angle With Arc,Mathematical Operators (U+2200 to U+22FF)
⊿,Right Triangle,Mathematical Operators (U+2200 to U+22FF)
⋀,N-Ary Logical And,Mathematical Operators (U+2200 to U+22FF)
⋁,N-Ary Logical Or,Mathematical Operators (U+2200 to U+22FF)
⋂,N-Ary Intersection,Mathematical Operators (U+2200 to U+22FF)
⋃,N-Ary Union,Mathematical Operators (U+2200 to U+22FF)
⋄,Diamond Operator,Mathematical Operators (U+2200 to U+22FF)
⋅,Dot Operator,Mathematical Operators (U+2200 to U+22FF)
⋆,Star Operator,Mathematical Operators (U+2200 to U+22FF)
⋇,Division Times,Mathematical Operators (U+2200 to U+22FF)
⋈,Bowtie,Mathematical Operators (U+2200 to U+22FF)
⋉,Left Normal Factor Semidirect Product,Mathematical Operators (U+2200 to U+22FF)
⋊,Right Normal Factor Semidirect Product,Mathematical Operators (U+2200 to U+22FF)
⋋,Left Semidirect Product,Mathematical Operators (U+2200 to U+22FF)
⋌,Right Semidirect Product,Mathematical Operators (U+2200 to U+22FF)
⋍,Reversed Tilde Equals,Mathematical Operators (U+2200 to U+22FF)
⋎,Curly Logical Or,Mathematical Operators (U+2200 to U+22FF)
⋏,Curly Logical And,Mathematical Operators (U+2200 to U+22FF)
⋐,Double Subset,Mathematical Operators (U+2200 to U+22FF)
⋑,Double Superset,Mathematical Operators (U+2200 to U+22FF)
⋒,Double Intersection,Mathematical Operators (U+2200 to U+22FF)
⋓,Double Union,Mathematical Operators (U+2200 to U+22FF)
⋔,Pitchfork,Mathematical Operators (U+2200 to U+22FF)
⋕,Equal And Parallel To,Mathematical Operators (U+2200 to U+22FF)
⋖,Less-Than With Dot,Mathematical Operators (U+2200 to U+22FF)
⋗,Greater-Than With Dot,Mathematical Operators (U+2200 to U+22FF)
⋘,Very Much Less-Than,Mathematical Operators (U+2200 to U+22FF)
⋙,Very Much Greater-Than,Mathematical Operators (U+2200 to U+22FF)
⋚,Less-Than Equal To Or Greater-Than,Mathematical Operators (U+2200 to U+22FF)
⋛,Greater-Than Equal To Or Less-Than,Mathematical Operators (U+2200 to U+22FF)
⋜,Equal To Or Less-Than,Mathematical Operators (U+2200 to U+22FF)
⋝,Equal To Or Greater-Than,Mathematical Operators (U+2200 to U+22FF)
⋞,Equal To Or Precedes,Mathematical Operators (U+2200 to U+22FF)
⋟,Equal To Or Succeeds,Mathematical Operators (U+2200 to U+22FF)
⋠,Does Not Precede Or Equal,Mathematical Operators (U+2200 to U+22FF)
⋡,Does Not Succeed Or Equal,Mathematical Operators (U+2200 to U+22FF)
⋢,Not Square Image Of Or Equal To,Mathematical Operators (U+2200 to U+22FF)
⋣,Not Square Original Of Or Equal To,Mathematical Operators (U+2200 to U+22FF)
⋤,Square Image Of Or Not Equal To,Mathematical Operators (U+2200 to U+22FF)
⋥,Square Original Of Or Not Equal To,Mathematical Operators (U+2200 to U+22FF)
⋦,Less-Than But Not Equivalent To,Mathematical Operators (U+2200 to U+22FF)
⋧,Greater-Than But Not Equivalent To,Mathematical Operators (U+2200 to U+22FF)
⋨,Precedes But Not Equivalent To,Mathematical Operators (U+2200 to U+22FF)
⋩,Succeeds But Not Equivalent To,Mathematical Operators (U+2200 to U+22FF)
⋪,Not Normal Subgroup Of,Mathematical Operators (U+2200 to U+22FF)
⋫,Does Not Contain As Normal Subgroup,Mathematical Operators (U+2200 to U+22FF)
⋬,Not Normal Subgroup Of Or Equal To,Mathematical Operators (U+2200 to U+22FF)
